成交编号,城市,区域,楼盘名称,户型,套内面积(㎡),建筑面积(㎡),建筑年代,朝向,楼层信息,装修情况,物业类型,产权年限,成交总价(万元),挂牌总价(万元),成交单价(元/㎡),带看次数,调价次数,成交周期(天)
HZ024179,杭州,钱塘区,绿城小区50号,1室1厅,169.2,199.82,2017.0,南北通透,中楼层,简装,公寓,70,339.82,353.83,20084.0,4,4.0,25.0
HZ024180,杭州,淳安县,万科小区70号,2室1厅,130.89,148.1,2004.0,东南,低楼层,精装,公寓,70,142.61,151.94,10895.0,20,6.0,110.0
HZ024181,杭州,淳安县,金地小区21号,2室2厅,,43.43,1995.0,东,高楼层,精装,公寓,40,33.74,35.41,9657.0,16,2.0,57.0
HZ024182,杭州,上城区,万科小区94号,3室2厅,65.04,77.08,2016.0,南北通透,低楼层,毛坯,公寓,40,364.07,378.32,55976.0,12,3.0,59.0
HZ024183,杭州,西湖区,华润小区32号,3室2厅,156.71,172.6,2014.0,北,高楼层,精装,别墅,70,806.03,832.84,51434.0,10,2.0,20.0
HZ024184,杭州,淳安县,金地小区98号,3室2厅,103.69,119.55,1998.0,东,高楼层,精装,别墅,40,97.39,101.97,9392.0,27,1.0,157.0
HZ024185,杭州,临安区,绿城小区93号,2室1厅,51.9,60.33,2018.0,西,高楼层,简装,住宅,70,72.19,74.42,13909.0,28,2.0,41.0
HZ024186,杭州,拱墅区,金地小区48号,5室2厅,96.51,112.26,2015.0,西南,中楼层,简装,洋房,40,454.67,484.01,47111.0,16,0.0,74.0
HZ024187,杭州,拱墅区,华润小区59号,4室2厅,65.48,79.8,1997.0,东南,中楼层,简装,住宅,70,321.25,336.97,49061.0,10,3.0,158.0
HZ024188,杭州,建德市,保利小区63号,1室1厅,173.03,212.36,2012.0,东,高楼层,精装,别墅,40,180.65,185.96,10440.0,20,2.0,75.0
HZ024189,杭州,建德市,万科小区33号,3室2厅,172.5,207.6,2024.0,东南,低楼层,毛坯,洋房,70,176.76,183.2,10247.0,3,3.0,93.0
HZ024190,杭州,钱塘区,华润小区21号,1室1厅,93.16,107.57,1990.0,,顶楼,精装,公寓,70,185.55,195.47,19917.0,36,1.0,104.0
HZ024191,杭州,余杭区,保利小区88号,4室2厅,53.71,62.63,2013.0,西南,中楼层,毛坯,别墅,70,144.3,151.24,26867.0,32,6.0,15.0
HZ024192,杭州,淳安县,金地小区36号,1室1厅,88.7,106.29,,西,中楼层,毛坯,别墅,40,97.34,98.49,10974.0,9,0.0,33.0
HZ024193,杭州,淳安县,华润小区95号,2室1厅,52.34,62.57,2005.0,北,低楼层,豪装,别墅,70,51.74,52.29,9885.0,31,5.0,
HZ024194,杭州,淳安县,绿城小区23号,2室1厅,80.04,98.28,1994.0,,中楼层,简装,洋房,40,83.28,84.39,10405.0,28,6.0,103.0
HZ024195,杭州,建德市,金地小区60号,5室2厅,153.85,191.49,1990.0,西,高楼层,简装,别墅,40,148.99,155.18,9684.0,21,6.0,6.0
HZ024196,杭州,余杭区,绿城小区66号,5室2厅,78.13,89.67,2022.0,东南,顶楼,精装,洋房,40,223.71,229.85,28633.0,35,7.0,179.0
HZ024197,杭州,滨江区,保利小区60号,3室2厅,117.98,140.64,1991.0,东南,中楼层,简装,公寓,70,529.03,566.82,44841.0,0,2.0,162.0
HZ024198,杭州,上城区,保利小区42号,1室1厅,50.78,58.17,2024.0,北,高楼层,简装,洋房,40,268.71,279.14,52917.0,3,1.0,177.0
HZ024199,杭州,桐庐县,绿城小区84号,2室2厅,86.92,103.83,2006.0,东南,高楼层,简装,住宅,70,99.1,100.52,11401.0,17,1.0,66.0
HZ024200,杭州,临平区,万科小区84号,4室2厅,38.26,44.87,,北,顶楼,精装,住宅,70,83.31,84.3,21775.0,8,0.0,14.0
HZ024201,杭州,钱塘区,保利小区18号,2室1厅,118.61,140.1,2002.0,南北通透,顶楼,毛坯,洋房,70,237.92,251.38,20059.0,27,5.0,145.0
HZ024202,杭州,拱墅区,金地小区53号,2室1厅,86.92,99.98,1997.0,,低楼层,豪装,公寓,40,407.96,431.04,46935.0,27,7.0,118.0
HZ024203,杭州,拱墅区,华润小区61号,4室2厅,169.78,204.94,2001.0,东南,高楼层,毛坯,公寓,40,818.69,836.55,48221.0,10,7.0,81.0
HZ024204,杭州,上城区,绿城小区12号,2室2厅,94.02,116.95,2005.0,南,顶楼,毛坯,住宅,40,532.48,549.95,56635.0,16,6.0,107.0
HZ024205,杭州,滨江区,万科小区93号,2室2厅,120.13,133.27,2000.0,西南,低楼层,简装,别墅,70,543.02,565.17,45203.0,20,2.0,72.0
HZ024206,杭州,余杭区,华润小区35号,3室2厅,186.31,232.81,1994.0,西南,低楼层,精装,洋房,40,521.89,537.07,28012.0,24,0.0,47.0
HZ024207,杭州,萧山区,华润小区28号,4室2厅,133.55,155.3,2022.0,东,顶楼,豪装,公寓,70,430.53,444.14,32237.0,31,5.0,159.0
HZ024208,杭州,滨江区,万科小区16号,5室2厅,111.07,124.72,2022.0,西南,中楼层,豪装,住宅,70,502.08,515.06,45204.0,37,,171.0
HZ024209,杭州,滨江区,保利小区96号,2室2厅,47.5,54.68,1999.0,东,高楼层,简装,洋房,70,207.9,221.16,43768.0,6,7.0,92.0
HZ024210,杭州,临安区,万科小区59号,2室2厅,161.71,183.07,2016.0,北,高楼层,简装,洋房,40,248.36,264.52,15358.0,17,7.0,32.0
HZ024211,杭州,临平区,保利小区17号,2室1厅,133.5,164.03,2009.0,北,低楼层,简装,别墅,70,300.24,322.53,22490.0,10,1.0,74.0
HZ024212,杭州,临平区,华润小区75号,1室1厅,49.15,55.56,2002.0,北,顶楼,简装,公寓,70,97.6,105.27,19858.0,10,6.0,168.0
HZ024213,杭州,拱墅区,华润小区92号,4室2厅,70.82,79.42,2003.0,东南,低楼层,毛坯,住宅,40,330.97,353.66,46734.0,3,3.0,23.0
HZ024214,杭州,建德市,万科小区48号,4室2厅,116.95,140.72,2003.0,南北通透,低楼层,精装,住宅,40,118.32,123.03,10117.0,21,5.0,83.0
HZ024215,杭州,临平区,金地小区23号,2室1厅,39.12,48.87,1998.0,南,顶楼,简装,公寓,70,87.88,89.72,22464.0,16,4.0,143.0
HZ024216,杭州,拱墅区,万科小区36号,3室2厅,145.49,176.8,2014.0,西南,中楼层,毛坯,别墅,40,703.73,712.49,48370.0,31,0.0,57.0
HZ024217,杭州,滨江区,保利小区35号,2室1厅,67.99,74.98,1991.0,西南,中楼层,精装,洋房,40,311.5,320.84,45816.0,14,4.0,128.0
HZ024218,杭州,上城区,华润小区90号,3室2厅,109.37,123.97,1992.0,东,中楼层,豪装,公寓,70,615.6,625.01,56286.0,12,0.0,81.0
HZ024219,杭州,萧山区,绿城小区87号,1室1厅,70.18,85.74,1990.0,,高楼层,精装,公寓,70,224.2,228.03,31946.0,6,7.0,41.0
HZ024220,杭州,上城区,华润小区56号,2室1厅,109.29,128.29,2011.0,东南,低楼层,精装,住宅,40,606.32,625.05,55478.0,21,4.0,108.0
HZ024221,杭州,滨江区,绿城小区71号,4室2厅,61.97,69.04,2011.0,南,低楼层,精装,别墅,40,284.23,294.19,45866.0,28,0.0,125.0
HZ024222,杭州,建德市,绿城小区86号,2室2厅,125.84,154.08,,东,顶楼,豪装,住宅,70,129.93,133.14,10325.0,34,7.0,101.0
HZ024223,杭州,富阳区,保利小区84号,1室1厅,175.84,215.96,2008.0,北,中楼层,精装,洋房,40,321.99,337.32,18312.0,27,7.0,125.0
HZ024224,杭州,建德市,金地小区60号,2室1厅,159.56,188.83,2020.0,东南,顶楼,毛坯,洋房,70,151.83,154.01,9516.0,28,,11.0
HZ024225,杭州,淳安县,华润小区68号,5室2厅,70.16,81.85,2020.0,,低楼层,毛坯,公寓,70,84.02,85.24,11975.0,10,,62.0
HZ024226,杭州,钱塘区,华润小区99号,5室2厅,110.7,136.24,1999.0,,高楼层,简装,别墅,70,227.87,242.56,20584.0,33,7.0,73.0
HZ024227,杭州,余杭区,万科小区52号,4室2厅,98.85,119.47,2021.0,南,顶楼,,公寓,70,271.07,279.54,27422.0,25,2.0,33.0
HZ024228,杭州,钱塘区,保利小区48号,4室2厅,184.55,211.21,2003.0,西,中楼层,毛坯,公寓,70,370.27,397.5,20063.0,25,,44.0
HZ024229,杭州,萧山区,金地小区85号,5室2厅,158.21,174.37,1994.0,东,高楼层,豪装,洋房,70,508.93,546.07,32168.0,11,,51.0
HZ024230,杭州,临平区,金地小区14号,4室2厅,48.97,57.37,,东南,顶楼,简装,公寓,70,113.39,,23155.0,4,3.0,6.0
HZ024231,杭州,钱塘区,华润小区21号,2室2厅,58.63,65.82,1992.0,东,中楼层,精装,住宅,40,116.22,120.79,19823.0,35,5.0,144.0
HZ024232,杭州,临平区,绿城小区98号,4室2厅,142.92,167.16,2007.0,西南,低楼层,,别墅,40,312.77,328.86,21884.0,24,1.0,
HZ024233,杭州,滨江区,金地小区87号,2室2厅,57.26,67.11,1995.0,西,顶楼,毛坯,别墅,70,257.49,264.74,44969.0,0,3.0,31.0
HZ024234,杭州,萧山区,华润小区87号,2室1厅,182.17,217.38,1994.0,南北通透,顶楼,精装,公寓,40,577.31,,31691.0,31,0.0,31.0
HZ024235,杭州,建德市,金地小区22号,3室2厅,188.89,212.05,2015.0,东,中楼层,简装,洋房,40,189.01,192.07,10006.0,16,6.0,
HZ024236,杭州,临安区,保利小区47号,1室1厅,154.98,182.4,1990.0,西南,高楼层,毛坯,洋房,40,235.69,244.31,15208.0,18,5.0,52.0
HZ024237,杭州,余杭区,金地小区33号,1室1厅,36.23,43.21,2009.0,东,中楼层,毛坯,住宅,70,105.31,110.11,29067.0,20,3.0,53.0
HZ024238,杭州,淳安县,华润小区11号,2室1厅,108.27,122.73,2017.0,东,中楼层,豪装,别墅,40,117.44,126.53,10847.0,26,4.0,97.0
HZ024239,杭州,桐庐县,万科小区94号,2室1厅,96.16,119.87,1997.0,南北通透,顶楼,毛坯,洋房,40,119.36,126.94,12413.0,33,1.0,156.0
HZ024240,杭州,余杭区,绿城小区83号,4室2厅,158.33,178.34,2022.0,西,高楼层,毛坯,住宅,70,444.37,453.58,28066.0,16,7.0,87.0
HZ024241,杭州,建德市,绿城小区37号,4室2厅,77.35,93.8,2018.0,南北通透,顶楼,豪装,公寓,70,77.46,82.54,10014.0,39,7.0,31.0
HZ024242,杭州,富阳区,万科小区37号,2室1厅,93.01,105.91,2023.0,西,高楼层,豪装,别墅,70,179.15,186.78,19261.0,12,2.0,133.0
HZ024243,杭州,临安区,绿城小区60号,1室1厅,46.77,54.42,2008.0,南,顶楼,豪装,公寓,70,71.79,75.45,15350.0,4,5.0,86.0
HZ024244,杭州,拱墅区,金地小区83号,2室1厅,,105.13,2017.0,西,低楼层,简装,住宅,70,412.69,431.7,47909.0,11,7.0,62.0
HZ024245,杭州,余杭区,绿城小区70号,4室2厅,185.87,222.1,1998.0,南,顶楼,简装,别墅,70,521.3,552.29,28046.0,19,3.0,101.0
HZ024246,杭州,建德市,保利小区63号,2室1厅,180.86,225.26,2019.0,北,高楼层,豪装,住宅,40,180.94,188.56,10004.0,25,3.0,98.0
HZ024247,杭州,西湖区,万科小区30号,4室2厅,150.54,174.51,2017.0,西南,高楼层,简装,洋房,70,781.57,799.63,51918.0,4,4.0,81.0
HZ024248,杭州,拱墅区,万科小区41号,1室1厅,175.35,211.63,1990.0,东,顶楼,毛坯,别墅,70,845.96,890.53,48244.0,9,5.0,37.0
HZ024249,杭州,余杭区,华润小区79号,5室2厅,65.36,76.72,2021.0,南,中楼层,毛坯,公寓,40,183.6,189.96,28091.0,26,5.0,22.0
HZ024250,杭州,滨江区,金地小区46号,3室2厅,130.25,148.81,2024.0,东,高楼层,毛坯,洋房,40,592.47,619.63,45487.0,18,0.0,70.0
HZ024251,杭州,萧山区,万科小区56号,1室1厅,111.0,123.28,1995.0,西,高楼层,简装,公寓,70,354.4,370.98,31928.0,1,2.0,91.0
HZ024252,杭州,萧山区,华润小区71号,5室2厅,98.79,119.53,2006.0,西南,高楼层,精装,洋房,40,326.28,344.48,33028.0,23,6.0,54.0
HZ024253,杭州,西湖区,万科小区98号,2室2厅,83.32,93.49,1996.0,南北通透,中楼层,毛坯,别墅,70,433.21,450.13,51994.0,33,2.0,12.0
HZ024254,杭州,淳安县,绿城小区87号,4室2厅,168.88,200.03,1997.0,东南,顶楼,简装,公寓,40,186.04,195.82,11016.0,27,7.0,25.0
HZ024255,杭州,滨江区,万科小区77号,2室1厅,108.55,134.15,1996.0,东南,顶楼,豪装,洋房,40,485.37,499.42,44714.0,8,6.0,91.0
HZ024256,杭州,西湖区,保利小区32号,2室1厅,146.4,162.74,2013.0,西南,顶楼,精装,公寓,70,763.41,788.24,52145.0,35,1.0,
HZ024257,杭州,临平区,保利小区18号,4室2厅,143.54,171.42,2007.0,东南,高楼层,精装,住宅,40,327.96,338.14,22848.0,39,2.0,116.0
HZ024258,杭州,上城区,金地小区55号,2室2厅,53.5,59.12,2014.0,,高楼层,简装,住宅,40,299.93,309.7,56062.0,13,3.0,99.0
HZ024259,杭州,余杭区,华润小区20号,4室2厅,39.73,48.27,2001.0,西南,低楼层,毛坯,住宅,40,116.19,119.32,29245.0,10,2.0,
HZ024260,杭州,滨江区,华润小区65号,2室1厅,164.71,195.3,2002.0,西,顶楼,豪装,洋房,70,740.1,780.04,44934.0,6,2.0,49.0
HZ024261,杭州,上城区,保利小区53号,3室2厅,109.47,127.53,2009.0,东南,高楼层,豪装,公寓,70,598.22,641.09,54647.0,13,4.0,161.0
HZ024262,杭州,上城区,金地小区86号,2室2厅,159.99,183.72,2009.0,西南,中楼层,豪装,公寓,40,905.77,977.4,56614.0,17,1.0,151.0
HZ024263,杭州,萧山区,绿城小区29号,2室1厅,78.94,96.36,2002.0,东,顶楼,精装,公寓,70,255.73,270.22,32395.0,6,5.0,144.0
HZ024264,杭州,萧山区,绿城小区98号,1室1厅,168.17,205.45,2022.0,西南,低楼层,简装,洋房,40,553.72,576.2,32926.0,24,2.0,115.0
HZ024265,杭州,临安区,保利小区56号,2室2厅,163.27,198.0,2012.0,西,中楼层,豪装,公寓,70,245.68,262.56,15047.0,32,5.0,42.0
HZ024266,杭州,临平区,绿城小区98号,4室2厅,92.3,112.29,2014.0,东南,高楼层,精装,住宅,70,201.99,209.57,21884.0,34,3.0,54.0
HZ024267,杭州,建德市,金地小区51号,1室1厅,97.05,114.44,2004.0,东,中楼层,豪装,别墅,40,96.96,98.72,9991.0,26,0.0,31.0
HZ024268,杭州,淳安县,金地小区72号,5室2厅,87.44,97.07,2003.0,西,高楼层,豪装,公寓,70,100.43,105.46,11486.0,15,4.0,128.0
HZ024269,杭州,滨江区,万科小区65号,5室2厅,37.5,41.66,2023.0,北,顶楼,简装,公寓,40,167.69,173.1,44717.0,31,0.0,163.0
HZ024270,杭州,富阳区,绿城小区10号,3室2厅,140.65,165.85,2008.0,南,低楼层,简装,住宅,70,250.54,256.65,17813.0,31,2.0,39.0
HZ024271,杭州,滨江区,绿城小区28号,3室2厅,75.09,86.73,2022.0,南北通透,低楼层,毛坯,公寓,40,333.45,352.02,44407.0,0,1.0,111.0
HZ024272,杭州,临平区,金地小区32号,4室2厅,171.67,203.3,2005.0,北,中楼层,精装,洋房,40,377.9,394.05,22013.0,29,7.0,72.0
HZ024273,杭州,萧山区,金地小区38号,5室2厅,173.79,196.08,2011.0,西南,低楼层,豪装,住宅,40,561.67,588.56,32319.0,14,2.0,55.0
HZ024274,杭州,萧山区,绿城小区55号,5室2厅,146.17,182.5,2004.0,东,高楼层,豪装,住宅,70,469.76,503.21,32138.0,33,4.0,179.0
HZ024275,杭州,余杭区,绿城小区79号,4室2厅,60.69,73.28,1999.0,东,中楼层,简装,住宅,40,171.0,178.12,28176.0,36,0.0,66.0
HZ024276,杭州,钱塘区,华润小区77号,1室1厅,46.11,52.23,1995.0,东,高楼层,简装,洋房,70,91.6,93.2,19866.0,33,0.0,154.0
HZ024277,杭州,萧山区,金地小区73号,2室1厅,161.0,194.49,1990.0,南,顶楼,毛坯,住宅,40,509.1,547.16,31621.0,10,6.0,
HZ024278,杭州,西湖区,万科小区57号,2室2厅,173.1,197.12,,北,高楼层,简装,公寓,70,902.76,944.19,52153.0,1,7.0,153.0
HZ024279,杭州,余杭区,绿城小区54号,2室2厅,87.62,104.42,,南北通透,中楼层,豪装,洋房,70,241.68,257.88,27583.0,39,5.0,155.0
HZ024280,杭州,淳安县,金地小区93号,1室1厅,87.77,98.05,,南,低楼层,豪装,住宅,70,97.78,100.56,11140.0,18,4.0,112.0
HZ024281,杭州,拱墅区,华润小区48号,4室2厅,93.66,106.77,2000.0,西,顶楼,毛坯,住宅,40,456.99,478.71,48792.0,27,1.0,161.0
HZ024282,杭州,淳安县,华润小区30号,4室2厅,162.76,184.22,1990.0,北,低楼层,简装,别墅,70,177.73,189.22,10920.0,21,3.0,42.0
HZ024283,杭州,淳安县,华润小区77号,2室1厅,143.72,158.6,2007.0,东,低楼层,豪装,公寓,40,152.34,155.3,10600.0,31,3.0,31.0
HZ024284,杭州,钱塘区,保利小区73号,3室2厅,51.27,63.68,1994.0,南,高楼层,简装,住宅,40,106.31,112.29,20735.0,33,3.0,162.0
HZ024285,杭州,钱塘区,保利小区62号,3室2厅,132.28,147.77,1997.0,,低楼层,豪装,公寓,70,268.01,282.49,20261.0,36,1.0,
HZ024286,杭州,西湖区,保利小区96号,1室1厅,33.54,40.45,2003.0,西,中楼层,,公寓,40,169.05,177.5,50403.0,11,5.0,94.0
HZ024287,杭州,淳安县,保利小区51号,1室1厅,144.24,172.07,1991.0,东南,中楼层,豪装,住宅,70,153.37,154.91,10633.0,28,3.0,89.0
HZ024288,杭州,钱塘区,万科小区68号,3室2厅,152.81,176.38,1991.0,南北通透,顶楼,毛坯,公寓,40,308.08,328.83,20161.0,26,7.0,29.0
HZ024289,杭州,富阳区,绿城小区76号,5室2厅,160.76,189.58,2008.0,东南,顶楼,毛坯,别墅,40,295.98,316.51,18411.0,16,7.0,71.0
HZ024290,杭州,萧山区,绿城小区23号,2室1厅,130.85,151.38,2012.0,南,高楼层,精装,住宅,40,422.77,441.82,32310.0,38,5.0,96.0
HZ024291,杭州,萧山区,万科小区25号,2室1厅,60.53,73.68,2007.0,西,顶楼,简装,住宅,70,190.67,202.38,31500.0,9,1.0,149.0
HZ024292,杭州,余杭区,金地小区55号,1室1厅,157.41,195.53,2018.0,东,高楼层,毛坯,别墅,70,449.29,470.81,28543.0,23,3.0,83.0
HZ024293,杭州,临平区,万科小区77号,2室2厅,174.17,215.17,2012.0,东,低楼层,毛坯,住宅,70,380.64,390.38,21855.0,7,0.0,
HZ024294,杭州,西湖区,金地小区16号,2室2厅,132.14,153.38,2002.0,东,高楼层,精装,公寓,70,694.35,707.84,52547.0,28,,161.0
HZ024295,杭州,萧山区,金地小区71号,3室2厅,,90.24,2019.0,东南,顶楼,简装,住宅,40,249.03,258.01,32997.0,0,0.0,
HZ024296,杭州,上城区,保利小区61号,4室2厅,60.34,68.94,1995.0,西南,高楼层,毛坯,洋房,70,342.12,359.69,56699.0,5,0.0,11.0
HZ024297,杭州,桐庐县,保利小区54号,4室2厅,68.57,80.63,2015.0,北,高楼层,豪装,别墅,40,77.85,,11353.0,15,5.0,98.0
HZ024298,杭州,临安区,万科小区96号,2室2厅,34.67,39.91,2013.0,南北通透,顶楼,毛坯,洋房,70,59.42,62.04,17139.0,5,,10.0
HZ024299,杭州,萧山区,保利小区79号,2室1厅,33.61,38.72,2004.0,北,中楼层,豪装,公寓,40,119.24,125.75,35478.0,9,6.0,86.0
HZ024300,杭州,滨江区,万科小区93号,3室2厅,78.93,90.61,2001.0,东,中楼层,毛坯,别墅,40,362.45,367.77,45920.0,18,5.0,102.0
HZ024301,杭州,上城区,万科小区50号,1室1厅,177.83,202.41,2001.0,北,低楼层,豪装,公寓,40,989.62,1024.64,55650.0,9,5.0,169.0
HZ024302,杭州,临平区,金地小区11号,4室2厅,130.17,153.18,2014.0,北,中楼层,毛坯,洋房,70,279.17,284.5,21447.0,16,6.0,97.0
HZ024303,杭州,上城区,万科小区10号,2室2厅,93.0,111.21,1999.0,南北通透,顶楼,简装,住宅,40,523.48,556.89,56288.0,30,6.0,91.0
HZ024304,杭州,建德市,金地小区92号,4室2厅,33.71,41.91,1994.0,东,高楼层,毛坯,洋房,40,26.67,27.76,7912.0,2,5.0,97.0
HZ024305,杭州,钱塘区,金地小区97号,5室2厅,188.37,213.04,2022.0,南北通透,低楼层,精装,别墅,70,378.03,401.65,20068.0,5,3.0,11.0
HZ024306,杭州,临安区,华润小区72号,2室1厅,104.02,121.9,2024.0,西,低楼层,精装,住宅,70,155.95,161.48,14992.0,34,6.0,150.0
HZ024307,杭州,淳安县,金地小区72号,2室1厅,188.66,227.2,2017.0,东南,低楼层,精装,洋房,40,202.77,210.6,10748.0,10,2.0,159.0
HZ024308,杭州,拱墅区,保利小区42号,4室2厅,145.78,172.16,1996.0,北,顶楼,豪装,洋房,40,705.17,717.79,48372.0,24,1.0,102.0
HZ024309,杭州,临安区,华润小区65号,2室1厅,40.1,48.59,2003.0,东南,中楼层,毛坯,洋房,70,54.61,55.24,13618.0,18,,29.0
HZ024310,杭州,建德市,万科小区85号,1室1厅,,199.64,2008.0,南北通透,顶楼,精装,公寓,70,172.25,179.82,10269.0,38,,66.0
HZ024311,杭州,淳安县,绿城小区67号,1室1厅,115.8,135.54,2024.0,东南,顶楼,精装,洋房,40,126.63,,10935.0,2,1.0,124.0
HZ024312,杭州,萧山区,金地小区80号,2室2厅,103.53,121.92,2009.0,东,中楼层,豪装,洋房,70,331.59,342.24,32028.0,19,5.0,35.0
HZ024313,杭州,建德市,华润小区58号,3室2厅,151.74,172.57,2008.0,北,中楼层,豪装,住宅,40,151.16,159.88,9962.0,9,1.0,69.0
HZ024314,杭州,余杭区,绿城小区59号,2室1厅,154.42,169.88,,北,低楼层,豪装,洋房,40,431.93,454.04,27971.0,33,3.0,19.0
HZ024315,杭州,富阳区,保利小区59号,5室2厅,157.84,174.85,2021.0,北,低楼层,简装,别墅,70,293.59,304.98,18600.0,24,4.0,140.0
HZ024316,杭州,临平区,保利小区41号,3室2厅,,186.87,1997.0,北,中楼层,毛坯,公寓,40,322.14,331.69,21171.0,39,6.0,107.0
HZ024317,杭州,余杭区,绿城小区39号,4室2厅,133.32,149.42,2016.0,西,低楼层,精装,公寓,40,381.72,409.25,28632.0,6,3.0,145.0
HZ024318,杭州,萧山区,保利小区66号,2室2厅,138.75,153.73,2022.0,北,顶楼,简装,洋房,70,431.8,440.85,31121.0,28,3.0,155.0
HZ024319,杭州,余杭区,华润小区45号,2室1厅,167.66,208.09,2023.0,南北通透,顶楼,毛坯,别墅,40,476.15,487.24,28400.0,34,5.0,39.0
HZ024320,杭州,桐庐县,金地小区62号,5室2厅,141.11,174.07,2012.0,西南,中楼层,毛坯,住宅,40,168.66,180.53,11952.0,28,0.0,66.0
HZ024321,杭州,滨江区,绿城小区35号,1室1厅,48.01,53.32,2019.0,南,高楼层,简装,别墅,40,219.3,222.39,45678.0,1,2.0,177.0
HZ024322,杭州,上城区,华润小区83号,4室2厅,133.99,147.68,2019.0,西南,顶楼,豪装,公寓,70,749.39,762.05,55929.0,7,6.0,
HZ024323,杭州,淳安县,绿城小区29号,1室1厅,58.86,65.8,1996.0,南北通透,低楼层,毛坯,住宅,40,64.3,66.74,10924.0,8,5.0,38.0
HZ024324,杭州,富阳区,华润小区31号,4室2厅,34.25,40.39,1991.0,北,中楼层,豪装,洋房,40,62.19,64.16,18158.0,21,2.0,122.0
HZ024325,杭州,桐庐县,金地小区24号,5室2厅,65.84,76.05,1999.0,南,低楼层,简装,洋房,40,80.3,83.3,12196.0,4,5.0,167.0
HZ024326,杭州,萧山区,金地小区19号,5室2厅,56.4,66.68,2011.0,南北通透,低楼层,豪装,洋房,70,176.09,181.22,31222.0,13,5.0,112.0
HZ024327,杭州,钱塘区,保利小区10号,1室1厅,48.13,55.74,,南北通透,顶楼,简装,别墅,40,88.65,89.64,18419.0,9,1.0,17.0
HZ024328,杭州,临平区,绿城小区37号,5室2厅,65.97,78.7,2022.0,南,低楼层,毛坯,洋房,40,129.27,133.27,19595.0,28,3.0,176.0
HZ024329,杭州,钱塘区,华润小区47号,1室1厅,121.04,147.92,,北,高楼层,豪装,公寓,40,241.88,251.74,19983.0,34,1.0,
HZ024330,杭州,上城区,绿城小区80号,2室2厅,55.93,67.93,1991.0,北,低楼层,简装,公寓,70,327.69,343.5,58589.0,13,5.0,102.0
HZ024331,杭州,富阳区,华润小区41号,2室2厅,76.15,85.14,2013.0,南北通透,中楼层,简装,公寓,70,127.01,134.35,16679.0,14,0.0,157.0
HZ024332,杭州,上城区,保利小区50号,2室1厅,166.24,195.3,2013.0,西南,中楼层,,公寓,40,941.07,998.52,56609.0,4,0.0,30.0
